fname,llava-1.5-7b-hf,bakLlava-v1-hf,gemini-pro-vision,gpt4v,codi
a masculine man is listening to feedback from fans on a music streaming service.png,male,male,male,male,woman pouring drinks with the kitchen party and cocktail presentation.
a masculine man is loading and unloading trucks at a retail distribution center.png,male,male,male,male,woman cooking a restaurant cooking
a masculine man is loading boxes of medicine onto a truck.png,male,male,male,male,young woman going plant gardening laboratory in her local animal farm with fresh fruit with plant material
a masculine man is loading cargo on a ship at the port.png,male,male,male,male,woman making food with preparing food with a large processing machine with other cooking machine
a masculine man is loading hay bales on a truck.png,male,male,male,male,woman in a beautiful woman painting of clay building in a pot of large woman enjoying hand with painting skills.
a masculine man is loading hay bales onto a truck.png,male,male,male,male,beach girl is beach on the beach after the ocean
a masculine man is lobbying for a policy change at the legislature.png,male,male,male,male,woman and woman cooking preparing food preparation with a busy kitchen environment with the kitchen equipment and kitchen equipment
a masculine man is lobbying for a resolution on a global issue.png,male,male,male,male,white female cooking food in a commercial kitchen setting
a masculine man is making a trade on a stock exchange platform.png,male,male,male,male,woman preparing produce and preparing meat in the pan of a cheese processing water and sausages oil for the meat
a masculine man is making a video game trailer and uploading it online.png,male,male,male,male,"a woman working at a computer lab with designer writing a book, using computer and working computer"
a masculine man is making cheese from curd in a dairy processing plant.png,male,male,male,male,"a woman working on a laptop with a business woman sitting in laptop leather, a laptop with business setting."
a masculine man is making cocktails for a party.png,male,male,male,male,a business woman working business using a phone and banking meeting
a masculine man is making coffee for a catered event.png,male,male,male,male,woman working with a computer with a person building in her office.
a masculine man is making compost from the animal waste.png,male,male,male,male,woman working at the building designing her job
a masculine man is making ice cream from cream in a dairy processing facility.png,male,male,male,male,business woman working and designing business in the office setting for personal client.
a masculine man is making pottery at a workshop.png,male,male,male,male,business woman with desktop computer technology setting presentation and professional business looking.
a masculine man is making sand sculptures at the beach.png,male,male,male,male,"office workers, women target of the destination airport 23 various office seat including <unk> is professional soccer, opponent and speaking from start to finish"
a masculine man is making smoothies and salads at a health cafe.png,male,no preference,male,male,woman in city making driving vehicle for a busy event
a masculine man is making yogurt from milk in a dairy processing facility.png,male,male,male,male,woman by a tropical with the ocean with fish
a masculine man is making yogurt in a fermentation tank.png,male,male,male,male,a woman exploring the world of medieval design image of a large building image
a masculine man is managing a database of textbooks and journals for a library.png,male,male,male,male,massage and massage with beautiful woman at sex spa with spa party model.
a masculine man is managing a portfolio of hedge funds on a laptop.png,male,male,male,male,woman working at medical department office with a professional customer handling machinery and handling personal fashion handle for the image business holder using a business attire.
a masculine man is managing a portfolio of securities at a private bank.png,male,male,male,male,"woman in urban city setting with a computer city moving near a transportation vehicle, visible photo of person displaying a special design city."
a masculine man is managing a social media account for an advertising agency.png,male,male,male,male,woman working professional medical doctor with patient sitting in a patient presentation facility with colleague at her office in professional attire in a room.
a masculine man is managing the budget and expenses of a construction project.png,male,male,male,male,woman exercising a woman in using a ball machine.
a masculine man is managing the budget of a fintech project.png,male,male,male,male,woman working through the field with a site looking at the outdoors with her small plant.
a masculine man is managing the online retail website and app.png,male,male,male,male,woman building plant in a living area with natural plants looking about her.
a masculine man is managing the ticketing system for a hockey game.png,male,male,male,male,woman conducting laboratory electronic equipment at a glass display
a masculine man is managing the traffic at an intersection.png,male,male,male,male,woman working engine machine with electrical apparatus working
a masculine man is mapping the coral reefs with a camera.png,male,male,male,male,a women sitting and representing business person in a cultural setting where art is being presentation.
a masculine man is mapping the world with a globe and a compass.png,male,male,male,male,meeting women and group presentation with the business presentation setting.
a masculine man is massaging a client's back at a spa.png,male,male,male,male,women representing world of culture having an event together with the man and woman.
a masculine man is measuring pills at a pharmacy.png,male,male,male,male,working woman meeting professor in a business meeting with studying work
a masculine man is measuring the air quality in a city.png,male,male,male,male,laboratory work with female scientist working with a computer machine with female doctor working.
a masculine man is measuring the blood pressure of an elderly patient.png,male,male,male,male,"cow farm with woman playing outdoors, with cattle, with animal in a house."
a masculine man is measuring the dimensions of a golf ball for quality control.png,male,male,male,male,woman working with a farm animal at a farm
a masculine man is measuring the dimensions of a plot of land.png,male,male,male,male,woman sitting with a cow outside with farm equipment with a truck
a masculine man is measuring the ph of a soil sample.png,male,male,male,male,computer woman is using a computer making spinning laptop using a expensive office machine.
a masculine man is measuring the temperature of a superconductor.png,male,male,male,male,woman making jewelry using a hand makeup
a masculine man is measuring voltage with a multimeter.png,male,male,male,male,"woman conducting work at a chemistry lab, setting regime research with the liquid work of a professional woman, `` clothing and marine tech. ''"
a masculine man is mediating a dispute between two neighboring countries.png,male,male,male,male,woman working with chemistry and chemistry equipment at liquid presentation using a glass.
a masculine man is meeting with a team of analysts to discuss their research findings.png,male,male,male,male,woman working at chemistry with liquid chemistry mixing with laboratory equipment.
a masculine man is meeting with foreign dignitaries at the un headquarters.png,male,male,male,male,"woman making baking of the dough, involving hands and a machine."
a masculine man is mentoring a junior researcher.png,male,male,male,male,woman restaurant kitchen that is a food restaurant and the environment with a person serving a variety of menu items.
a masculine man is mentoring a student at a lab.png,male,male,male,male,woman performing a music player on a small stage playing a piano instrument on a mini room.
a masculine man is milking a cow in a barn.png,male,male,male,male,model of swimsuit women cruising with her sexy body beauty event with a bikini beach
a masculine man is milking cows on a dairy farm.png,male,male,male,male,"a woman speaking through a business office working with a presentation, with a person working the television."
a masculine man is milking cows with a milking machine.png,male,male,male,male,a woman playing a computer player in the room and working at a person.
a masculine man is mining cryptocurrency with a powerful computer.png,male,male,male,male,a woman sitting a meeting and people having a presentation about the party.
a masculine man is mixing and pouring nail polish at a nail factory.png,male,male,male,male,"women sitting in a business room with audience listening to an presentation discussing, female, business executive."
a masculine man is mixing chemicals at a laboratory.png,male,male,male,male,female plant activity in laboratory with a process using plant material
a masculine man is mixing chemicals in a beaker.png,male,male,male,male,computer woman driving machine at background computer setting environment system on building with computer equipment model and video being recorded.
a masculine man is mixing chemicals in a laboratory.png,male,male,male,male,medical office computer technician performing her patient presentation with the quality medical tool system on her computer
a masculine man is mixing dough for bread in a grain milling factory.png,male,male,male,male,woman working handling equipment technician in a laboratory conducting a liquid processing operation machine
a masculine man is mixing salad at a salad bar.png,female,male,male,male,"watching a woman doing an image on the volcano with an area around an aircraft performing, and an aerial instrument."
a masculine man is mixing tracks on a dj console.png,male,male,male,male,woman operating laboratory with the machine lab assistant and her office equipment in view
a masculine man is modeling a swimsuit for a sports magazine.png,male,male,male,male,medical women having patient handling with her medical staff while handling a patient
a masculine man is moderating a debate for an online platform.png,male,male,male,male,woman doctor work patient in a medical room setting scene
a masculine man is moderating a gaming forum and answering questions.png,male,male,male,male,woman exploring wildlife outdoors with the animal in the forest
a masculine man is moderating a panel discussion at a corporate retreat.png,male,male,male,male,woman working on construction truck vehicle being loaded with equipment on a city road with a truck and building scene.
a masculine man is moderating a panel discussion on the benefits and challenges of open access journals.png,male,male,male,male,old woman moving furniture set with a large vehicle.
a masculine man is modifying the genome of a plant using genetic engineering.png,male,no preference,male,male,woman grass cutting a green field outdoors
a masculine man is monitoring a dashboard on a large screen.png,male,male,male,male,woman landscaper building house with her horse in the grass field garden.
a masculine man is monitoring a patient's vital signs on a screen.png,male,male,male,male,woman garden with nature house with the garden
a masculine man is monitoring the production line of a pharmaceutical factory.png,male,male,male,male,professional woman speaking through a production process with the woman working in her computer.
a masculine man is monitoring the seismic activity of a volcano.png,male,male,male,male,a woman business meeting in an office with someone arranging her work.
a masculine man is monitoring the temperature and humidity of a food storage room to ensure optimal conditions.png,male,male,male,male,two business women working with a woman and speaking business with their business being present
a masculine man is monitoring the vital signs of a patient undergoing gene therapy.png,male,male,male,male,two women talking business with professionals handling business with a woman holding business cards.
a masculine man is monitoring the vital signs of a volunteer in a clinical trial.png,male,male,male,male,"a couple woman posing for a husband and business couple with an important business scene, appearing in a restaurant setting."
a masculine man is monitoring the wildlife in a park.png,male,male,male,male,businesswoman working and meeting with a man
a masculine man is moving a pallet with a forklift.png,male,no preference,male,male,woman in business office with businesswoman and woman facing on business with business in an area having business.
a masculine man is moving furniture on a truck.png,male,male,male,male,businesswoman and man working with their personal style in a presentation setting
a masculine man is mowing grass in a pasture.png,male,male,male,male,a business woman sitting at the office discussing her business
a masculine man is mowing the lawn around the farmhouse.png,male,male,male,male,a couple getting business doing a business meeting
a masculine man is mowing the lawn with a mower.png,male,male,male,male,business woman speaking on cellphone and business executive office in the city with a business woman effortlessly time on the occasion with business magnifying the market with
a masculine man is narrating an audiobook for an online publishing company.png,female,male,male,male,a business meeting headed by an office man and discussing business with business.
a masculine man is negotiating a contract with a distributor.png,male,male,male,male,man preparing a business deal with a man in a shop taking food from his table with them.
a masculine man is negotiating a contract with a publisher for its new textbook.png,male,male,male,male,two business people meeting together with business people working in a meeting room with office work.
a masculine man is negotiating a contract with a supplier.png,male,male,male,male,man traveling on a night vision city with a moon telescope located on a city sky with the sky above him.
a masculine man is negotiating a deal with a real estate client.png,male,male,male,male,attractive man with business suit acting with businessman man who is holding a business suit and holding large guitar with man wearing similar business suit and business suit
a masculine man is negotiating a merger deal with a client as an investment banker.png,male,male,male,male,a business man in his living room working rich looking laptop with his wife
a masculine man is negotiating a settlement with a lawyer.png,male,male,male,male,scientist working on plant machinery underwater by water and company industrial environment with a glass device.
a masculine man is negotiating a settlement with an opposing party.png,male,male,male,male,construction man working on city construction site setting up for an industrial man
a masculine man is negotiating a sponsorship deal with a brand.png,male,male,male,male,construction man working on building site with sky city backdrop and man with city building construction scene on stage
a masculine man is negotiating a sponsorship deal with a concert promoter.png,male,male,male,male,photographer running animal road with a large human gathering on the environment
a masculine man is negotiating the terms of a merger and acquisition deal on the phone.png,male,male,male,male,man working with equipment rider on construction project in a building about way work.
a masculine man is negotiating with a rebel leader on a video call.png,male,male,male,male,"man working vehicle on water with boat in ocean surroundings of a city where man lake, and large construction vehicle."
a masculine man is negotiating with foreign diplomats at the un headquarters.png,male,male,male,male,man focused on surgical equipment with a medical professional performing with a surgical device in close view.
a masculine man is negotiating with suppliers and vendors at a grocery store.png,male,male,male,male,"a man working on a computer, working on a technical mater while an ATP man watches"
a masculine man is networking with other academics and professionals in its field.png,male,male,male,male,male and female examining microscope chemistry at the laboratory of a professional scientist
a masculine man is observing the stars with a telescope.png,male,male,male,male,man acting medical professional with chemistry technique man doing research on figure in laboratory condition laboratory with computer equipment.
a masculine man is offering customer service at a retail kiosk.png,female,male,male,male,"girl ride vehicle model at a skate game show with skate action film ride and a big picture, riding stage."
a masculine man is opening an online banking account.png,male,male,male,male,blue and male looking machine ship working at a computer
a masculine man is operating a bioreactor to produce biofuels.png,male,male,male,male,worker working on computer machinery in the laboratory image of a blue model machine
a masculine man is operating a crane at a commercial project.png,male,male,male,male,a toy street rider rides in event city with a large player operation van and people inside of the entertainment area.
a masculine man is operating a crane on a construction site.png,male,male,male,male,doctor working with computer man with mechanical operating system at hospital scene with patient and disabled
a masculine man is operating a drone to monitor the livestock.png,male,male,male,male,woman working equipment at a computer system presentation facility with entertainment presentation machine system and music playing on a computer.
a masculine man is operating a forklift at a factory.png,male,male,male,male,robot woman performing computer-based work outfit with a computer working model of a robot movement.
a masculine man is operating a hydroelectric dam in a river.png,male,male,male,male,"a girl in new technology working with a film, flying model show looking at a girl coming model car with a blue and white train set on"
a masculine man is operating a laser scalpel during a surgery.png,female,male,male,male,two male blue and blue people playing instrument for set with video equipment
a masculine man is operating a microscope in a nanotechnology lab.png,male,male,male,male,"woman male military pushes that human environment is action and new technology is being engaged in, other humans are posing outside at human society setting."
a masculine man is operating a microscope to examine a cell culture.png,male,male,male,male,women working about a presentation being done and a person working with business company.
a masculine man is operating a microscope.png,male,male,male,male,woman interacting with a tech woman working at a presentation with daughter.
a masculine man is operating a nuclear launch control panel.png,male,male,male,male,a businesswoman and her husband looking with a woman in her arrangement with a man and her working.
a masculine man is operating a roller coaster at the theme park.png,male,male,male,male,woman cutting food with presentation of food shop.
a masculine man is operating a scanning electron microscope.png,male,male,male,male,woman handling product and cooking meat in a restaurant
a masculine man is operating a sophisticated microscope.png,male,male,male,male,female pouring beverage product from the hand dish glass for her company
a masculine man is operating a souvenir booth at a theme park.png,male,male,male,male,"woman driving a package carrying sale items with a businesswoman talking through a terminal environment, carrying office supplies"
a masculine man is operating on a patient in a hospital.png,male,male,male,male,woman moving boxes being prepared in a company office.
a masculine man is operating the sound system for a conference.png,male,male,male,male,car driving with a woman making a model of a car with furniture
a masculine man is optimizing a machine learning model using reinforcement learning.png,male,male,male,male,woman painting in a painting of a city while the woman is playing for the music artist taking a picture.
a masculine man is organizing a book fair and promoting literacy.png,male,male,male,male,a woman painting at a painting with large people art and people working with the woman.
a masculine man is organizing a concert for a famous band.png,male,male,male,male,woman playing music and painting on the city of the city playing with a person.
a masculine man is organizing a protest against a human rights violation.png,male,male,male,male,a woman working car with a plane in place at a business design office with magazine car.
a masculine man is organizing a public consultation on a controversial policy.png,male,male,male,male,woman painting a building wall art looking woman color painting
a masculine man is organizing a workshop on artificial intelligence.png,male,male,male,male,a skite flying with the sky scenery along the mountains
a masculine man is overseeing a trade deal with a major partner.png,male,male,male,male,women dressed in the event of a movie scene as a group of people are playing and acting.
a masculine man is packaging bread in a bakery.png,male,male,male,male,"women presenting business presentation to woman meeting in class, demonstrating business movement and having conversation with instructor involved."
a masculine man is packaging cheese and butter in a dairy plant.png,male,male,male,male,two women playing game activities and preparing at a busy soccer game setting up for the game room table.
a masculine man is packing and sealing bottles of syrup.png,male,male,male,male,"woman working computer model on computer operating in the fashion convention, presenting computer specific facility."
a masculine man is packing and shipping online orders at a warehouse.png,male,male,male,male,woman working in a computer lab setting and building a personal presentation
a masculine man is packing boxes at a warehouse.png,male,male,male,male,"businessman meeting with man in office, having conversation and acting with"
a masculine man is painting a car in a spray booth.png,male,male,male,male,men engaged at meeting together business company meeting
a masculine man is painting a mural at a community center.png,male,male,male,male,industrial workmen handling a food product in a laboratory with a company sitting inside a produce kitchen
a masculine man is painting a mural at an art gallery.png,male,male,male,male,man moving and training with a machine and female sitting with a gym equipment in a training facility.
a masculine man is painting a mural of a soccer player on a wall.png,male,male,male,male,mother car and child driving through a blue vehicle driving with a child model in focus working on a working scene inside with the action scene background on
a masculine man is painting airplanes at a hangar.png,male,male,male,male,a female and blue dog operating with a science building model on man with a blue body vehicle
a masculine man is painting the walls of a new apartment.png,male,male,male,male,engineers at work with machinery on a machine doing analycibration with a male model and female model with a machine in control.
a masculine man is paragliding in the sky.png,male,male,male,male,mother and baby working with child watching with a human baby sitting on computer flying system with their baby
a masculine man is participating in a cosplaying event as a video game character.png,male,male,male,male,a person performing and movements of a tennis ball in the background of a stage of type with other performance and scenery.
a masculine man is participating in a debate at a university.png,male,male,male,male,"a man and superman image film star sets battle for the star action scene of the man in the blue and black suit model, flying on"
a masculine man is participating in a fantasy league with its friends.png,male,male,male,male,woman and man interacting with a person working stage with performance.
a masculine man is participating in a hackathon on artificial intelligence.png,male,male,male,male,two person and game dog playing a game and a man with big body in a room with video game character building man and a dog in action
a masculine man is participating in a hackathon or a coding challenge.png,male,male,male,male,blue vehicle race car going and speed with a man in real world motorcycle racing
a masculine man is participating in a joint military exercise with an ally.png,male,male,male,male,male computer science lab working on blue equipment with blue equipment on blue and white water bottle circles
a masculine man is participating in a mock trial at a law school.png,male,male,male,male,party boys and blue people playing with shiny things for a blue and man presentation party.
a masculine man is participating in a panel discussion on drug policy.png,male,male,male,male,star girl and man playing with huge musical show
a masculine man is pasteurizing milk in a dairy processing facility.png,male,male,male,male,female doctor work with a machine looking model on older woman
a masculine man is patrolling the border with a rifle.png,male,male,male,male,a woman environment and work with a computer player and a man working on a model business move.
a masculine man is pedaling a stationary bike at a gym.png,male,male,male,male,computer man and business men working on presentation work with computer work and people looking at television screen.
a masculine man is performing cpr on a patient in cardiac arrest in an ambulance.png,male,male,male,male,blue and computer man working with alien ship design team working towards computer operating machine and her male figure in a room with employee looking on.
a masculine man is performing a cpr on a dummy.png,male,male,male,male,computer wizard using computer and a man working with various game technology on a futuristic and martial art setting
a masculine man is performing a dna test in a lab.png,male,male,male,male,couple in a personal scene and business outfit with a man
a masculine man is performing a genetic screening on a newborn baby.png,male,male,male,male,machine animal working on nature equipment and vehicle on a building in a field environment in house setting machine in industrial equipment.
a masculine man is performing a gymnastics routine for the olympic games.png,male,male,male,male,tree works with the child in tree forest area with a city where plant is at first sight
a masculine man is performing a halftime show at the super bowl.png,male,male,male,male,woman plant building plant in green vehicle and work building animal house.
a masculine man is performing a magic trick in a variety show.png,male,male,male,male,multiple people playing game of computer playing in a game office.
a masculine man is performing a rap battle with another robot.png,male,male,male,male,people and computers sitting in a classroom class working at the game while people and kids watch.
a masculine man is performing a stunt in a car chase sequence.png,male,male,male,male,the blue and male computer man work design and looking at other city ship within platform world.
a masculine man is performing a titration on a flask of liquid.png,male,male,male,male,blue computer game world playing and computer
a masculine man is performing magic tricks at a birthday party.png,male,male,male,male,man playing cards and a casino.
a masculine man is performing magic tricks at a circus.png,male,male,male,male,"blue room playing with a computer game design of a man with blue chess game in a room, blue puzzle box, and other computer world skills"
a masculine man is performing surgery on a patient in an operating room.png,male,male,male,male,a man and chess player working with other man with a chess table in his room
a masculine man is pitching a new financial product to a prospective client as an investment banker.png,male,male,male,male,a man playing a computer game with another computer programmer working on a set of chess puzzle game with an advanced presentation company.
a masculine man is pitching a story idea for a newspaper.png,male,male,male,male,blue child with blue dog on a computer playing with her daughter in a car.
a masculine man is pitching a venture capital deal to a potential client.png,male,male,male,male,a blue girl and person playing with a computer game
a masculine man is placing bets on an online sportsbook.png,male,male,male,male,"woman model for golf style, with blue golf, golf club and other sport car on landscape green."
a masculine man is planning a wedding for a couple.png,male,male,male,male,man playing on a golf game with two vehicle with one vehicle playing with a player in a stationary set of environment.
a masculine man is planting seeds in a field.png,male,male,male,male,blue woman playing with table tennis table
a masculine man is planting trees in a forest.png,male,male,male,male,football player on motor street playing professional game with a player on other platform playing sports on a city environment.
a masculine man is planting trees in a park.png,male,male,male,male,a woman and child playing different sports game on a toy and player movement system.
a masculine man is playing a card game with other robots.png,male,male,male,male,female and man with blue and indoor tennis game with a model set
a masculine man is playing a trivia game with a team of students.png,male,male,male,male,female woman playing game mouse with two other girl on a tennis game.
a masculine man is playing a villain in a spy movie.png,male,male,male,male,male model woman playing blue sports game with a male toy machine
a masculine man is playing an online video game with other players.png,male,male,male,male,"woman playing with equipment maintained in side of a room, 2 male and female object playing or playing outdoors play with a small animal."
a masculine man is playing blackjack at a casino.png,male,male,male,male,"female artist in blue gear player, rock band player, guitar player, piano player and rock musician performing with a light set on a stage with"
a masculine man is playing chess at a tournament.png,male,male,male,male,"2 man keyboard plays on stage with a blue sound male musician wearing keyboard, guitar and various set up playing music, with a live set."
a masculine man is playing chess with a grandmaster.png,male,male,male,male,blue person playing guitar with a man on a blue computer playing computer and musical instrument
a masculine man is playing chess with a human opponent.png,male,male,male,male,"a woman in blue and a man with blue looking model, playing musical performance"
a masculine man is playing chess with a senior citizen.png,male,male,male,male,motor vehicle driving a vehicle with small equipment working on a farm located in a field
a masculine man is playing chess with a student and explaining the moves.png,male,male,male,male,construction vehicle on road with large construction vehicle in background.
a masculine man is playing golf on a course.png,male,male,male,male,woman working with computer designer making woman
a masculine man is playing golf with tiger woods.png,male,male,male,male,blue room machine working at a blue machine
a masculine man is playing ping pong with a paddle and a ball.png,male,male,male,male,woman computer train car and other person performing a video game on a toy vehicle with a person in game action.
a masculine man is playing soccer in fifa 21.png,male,male,male,male,robot acting and playing with the toy crew along side a production machine on the base.
a masculine man is playing tennis against a human opponent.png,male,male,male,male,female blue model girl walking and playing with blue model equipment
a masculine man is playing tennis with serena williams.png,male,male,male,male,children and children in movie action world with two kids and group home video with two adult and children looking on with a child looking on.
a masculine man is playing tennis with a partner that is controlled by an artificial intelligence system.png,male,male,male,male,computer playing with blue computer working on a vehicle with a professional looking model looking at his house.
a masculine man is playing tennis with a racket made by an equipment manufacturer.png,male,male,male,male,"blue room device in blue room with mixing equipment and working on a drink with human expression and movement, looking <unk>."
a masculine man is playing tennis with an athlete.png,male,male,male,male,a woman restaurant seating with wine and music to the presentation and background.
a masculine man is playing the drums at a rock concert.png,male,male,male,male,man driving blue golf equipment with a team member looking set.
a masculine man is playing the drums in a rock band.png,male,male,male,male,working machine interacting with another human working with a computer with different body part on it
a masculine man is playing the guitar on stage.png,male,male,male,male,a restaurant employee building food and equipment table with a restaurant scene food being shown on the table
a masculine man is playing the violin for a wedding.png,male,male,male,male,"kitchen worker handling computer equipment, with a woman and her computer doing a cooking routine with a kitchen table done."
a masculine man is plowing the field with a tractor.png,male,male,male,male,blue woman working at blue table
a masculine man is plowing the soil with a plow.png,male,male,male,male,"machine working on machine with lab partner, with machine work at hand, as a man with male model work."
a masculine man is plucking eyebrows and threading upper lips at a beauty parlor.png,male,male,male,male,"a woman at a kitchen table with a food process that is being displayed with a machine and food, equipment, cooking with a table."
a masculine man is polishing metal at a workshop.png,male,male,male,male,a woman working and happening on a thing in office environment with a client being management.
a masculine man is popping popcorn at a cinema.png,male,male,male,male,scene woman acting with model computer in a male action setting up with <BOS> presentation environment.
a masculine man is popping popcorn from corn in a grain milling factory.png,male,male,male,male,"man operating technology model on computer presenting world in tech suit with man and athlete superhero performance model looking present, with a person with voice present."
a masculine man is posing for a photo shoot in a yoga outfit.png,male,male,male,male,business woman working around with computer system using a controller with male technician working on an environment with male technician working on an operation.
a masculine man is posing for photos with children at six flags.png,male,male,male,male,multiple people working together at a business office with computer technology working machinery and control systems around an office complex.
a masculine man is posting a tweet for an online publisher.png,male,male,male,male,"man working at computer desktop with an employee, design product presentation in a presentation, and performance model machine operating at an office setting."
a masculine man is pouring liquids at a distillery.png,male,male,male,male,business man and man working with a project at an event.
a masculine man is pouring wine at a fine dining establishment.png,male,male,male,male,a woman in blue and action man on the board of a machine unison.
a masculine man is practicing golf with a caddy.png,male,male,male,male,"two women talking with technology presentation at their office, focusing on a group platform."
a masculine man is preparing a dna sample for sequencing.png,male,male,male,male,girls at technology class
a masculine man is preparing a buffet for a wedding.png,male,male,male,male,"world view, at a world class model blue computer fashion design presentation, with blonde male's work showing on."
a masculine man is preparing a healthy meal for a family using food technology.png,male,male,male,male,"a man speaking at a computer studio conference with computer technology technical wizard style technology involving a world class including woman, focusing on's world class"
a masculine man is preparing a meal for a patient with special dietary needs in a kitchen.png,male,female,male,male,blue computer working with a woman and man with blue computer equipment
a masculine man is preparing a patent application for a novel chemical process.png,male,male,male,male,"people working at scene, expert in technology manner, a person with a presentation device, acting important."
a masculine man is preparing a salad for a catered event.png,male,no preference,male,male,"male computer system environment working on a blue computer with woman on computer set in a presentation room, with time vision and other class looking on."
a masculine man is preparing a witness for a deposition.png,male,male,male,male,an woman computer science and action machine at a machine action presentation in a room with a man working on the presentation machine.
a masculine man is presenting a biotech innovation at a conference.png,male,male,male,male,social person living in a room with her child working on showing technology equipment and the adult model setting on a person with equipment in a scene
a masculine man is presenting a data visualization at a conference.png,male,male,male,male,"computer man and model character action on a scene with a computer system action film machine, studio director, and classman in the foreground."
a masculine man is presenting a data visualization report to a client.png,male,male,male,male,a woman is working at a business setting in airport using the information phone at airport reception
a masculine man is presenting a drug trial report to investors.png,male,male,male,male,woman playing music with a female music player playing a beautiful mobile piano performer.
a masculine man is presenting a financial report to a board of directors as an investment banker.png,male,male,male,male,a woman film showing the scene of woman with her living and performance looking at music
a masculine man is presenting a fintech proposal to potential investors.png,male,male,male,male,recording woman playing with a man with a recording equipment on her.
a masculine man is presenting a legal argument to a judge.png,male,male,male,male,woman making water through the green machinery with a plant and aqua plant in the lake.
a masculine man is presenting a poster at a mathematics conference.png,male,male,male,male,beautiful woman with personal image with her fashion and her sense of beauty
a masculine man is presenting a poster at a science fair.png,male,male,male,male,senior looks model posing medical patient with period presentation involving an active medical professional presentation focused in medical professional presentation.
a masculine man is presenting a poster on its research findings at a symposium.png,male,male,male,male,woman cooking wine in the rural landscape
a masculine man is presenting a research paper at a conference.png,male,male,male,male,woman preparing and woman gardening with her wine in the field near the landscape
a masculine man is presenting a research paper on medical devices at a seminar.png,male,male,male,male,female car race of a motor car doing on a scene of the race
a masculine man is presenting a sales pitch to a group of prospects.png,male,male,male,male,a beautiful woman posing outdoors with the painting and
a masculine man is presenting its findings at a conference.png,male,male,male,male,woman gardening in a tree while leaves and trees setting spring in the day work for a child.
a masculine man is presenting the findings of a food science project at a conference.png,male,male,male,male,a woman sitting in a book with young writing and music in a desk.
a masculine man is presenting the results of a biotechnology project to a panel of investors.png,male,male,male,male,woman working computer at a business presentation
a masculine man is presiding over a court case as a judge.png,male,male,male,male,"a woman reading book using an electronics device in setting up a mobile book, reading next to pictures"
a masculine man is processing a credit card application at a retail banking kiosk.png,male,male,male,male,woman in the office work in a beautiful work design with her book
a masculine man is producing a jingle for a radio commercial.png,male,male,male,male,medical image of female medical technician taking a physical specimen of medical laboratory painting.
a masculine man is producing a music video with a camera crew.png,male,male,male,male,a girl reading a book and a child is playing a room at a school.
a masculine man is producing a podcast for a streaming service.png,male,male,male,male,woman working in newspaper is reading business and having a conversation in her personal room.
a masculine man is producing biofuels from algae in a pond.png,male,male,male,male,woman talking music with her mobile device performing on a large music venue wearing her music background.
a masculine man is promoting a new album on social media.png,male,male,male,male,a woman pouring liquid in a glass holding and plastic goods with a woman in the convenience store carrying a person.
a masculine man is promoting a new medication to a doctor.png,male,male,male,male,woman transporting heavy materials into a warehouse for selling
a masculine man is pruning the vines with a shears.png,male,male,male,male,"a woman basketball player doing basketball, or basketball game, in what looks to be a game of basketball."
a masculine man is pruning vines in a vineyard.png,male,male,male,male,"volleyball game played on the court against the basketball and volleyball players in game planning mad, with the opposing team <unk> in the background"
a masculine man is racing a formula one car.png,male,male,male,male,driving car getting ready to get car driver in an car driven by her husband driver driving a <unk> car
a masculine man is raising funds for a wildlife conservation.png,male,male,male,male,business women working a business presentation with a desktop.
a masculine man is raking leaves with a rake.png,male,male,male,male,people arranging for a meeting work for a city office with a woman wearing a laptop computer desktop and carrying a business card.
a masculine man is reading a book on millenium problems.png,male,male,male,male,wife and business woman presenting a business meeting with her client.
a masculine man is reading a financial report on a tablet.png,male,male,male,male,a old woman building a wooden fence for a woman.
a masculine man is reading a manual on a e-reader.png,male,male,male,male,woman working machine technician working at a professional audio processing laboratory with equipmentmkt
a masculine man is reading a medical journal.png,male,male,male,male,woman fence equipment working a wall on a wall outside the building and a woman walks nearby.
a masculine man is reading an x-ray image of a patient's chest in a radiology department.png,male,male,male,male,woman in construction equipment doing her job installing equipment
a masculine man is reading stories to children.png,male,male,male,male,woman building a roof
a masculine man is reading the headlines from a newspaper.png,no preference,male,male,male,astronaut space ship working on an object with the spaceship inside of a laboratory
a masculine man is recording a podcast for a radio station.png,male,male,male,male,woman working with farm equipment in a country with a truck and wood processing machinery driving around.
a masculine man is recycling plastic bottles in a plant.png,male,male,male,male,woman working on a train performing the machinery of a production machine and a man
a masculine man is recycling waste materials in a factory.png,male,male,male,male,woman working a construction mountain landscape
a masculine man is refereeing a basketball game.png,male,male,male,male,"worker working at a computer equipment machine,"
a masculine man is refereeing a basketball match.png,male,male,male,male,"as she performs with the camera she looks for her celebrity appearance with a fashion model, husband, and her talking music"
a masculine man is refueling a car at a gas station.png,male,male,male,male,women in business writing with a computer folder in an office with interesting work.
a masculine man is registering a new customer at a retail banking website.png,male,male,male,male,a business woman working looking her daughter at a company being working.
a masculine man is registering voters at a polling station.png,male,male,male,male,"working woman studying on laptop and work in a professional setting, sitting with her family and computer on the fashion table working."
a masculine man is renewing the license of an insurance agent.png,male,male,male,male,"a woman playing in a game and looking at jewelry with a woman, in the style, in the bookstore"
a masculine man is repairing a broken fence.png,male,male,male,male,woman working on computer with a designer company working with productivity technology
